iterations,random,proportional,tournament
2937,668383.0802,651022.1459,590947.6845
2938,668383.0802,651022.1459,590947.6845
2939,667937.3174,651022.1459,590947.6845
2940,667937.3174,651022.1459,590947.6845
2941,667937.3174,651022.1459,590491.1112
2942,667937.3174,651022.1459,590491.1112
2943,667937.3174,651022.1459,590491.1112
2944,667937.3174,651022.1459,590491.1112
2945,667937.3174,651022.1459,590491.1112
2946,666950.6873,651022.1459,590491.1112
2947,666950.6873,651022.1459,590491.1112
2948,666355.8565,651022.1459,590491.1112
2949,666355.8565,651022.1459,590491.1112
2950,666355.8565,651022.1459,590491.1112
2951,666355.8565,651022.1459,590491.1112
2952,666355.8565,651002.4836,590200.8466
2953,666355.8565,651002.4836,590200.8466
2954,665955.9205,651002.4836,590200.8466
2955,665732.7677,651002.4836,590177.3599
2956,665732.7677,651002.4836,590177.3599
2957,665955.9205,651002.4836,590177.3599
2958,665955.9205,650338.3205,590086.4871
2959,665780.1217,650338.3205,589505.7
2960,665780.1217,650887.6789,588970.916
2961,665780.1217,649804.9308,588970.916
2962,665780.1217,649804.9308,588970.916
2963,665780.1217,649804.9308,588970.916
2964,665780.1217,649804.9308,588694.5927
2965,665780.1217,649804.9308,588694.5927
2966,665780.1217,649179.1093,588694.5927
2967,665780.1217,648795.8282,588579.9452
2968,665780.1217,648795.8282,588579.9452
2969,665780.1217,648795.8282,588579.9452
2970,665780.1217,648795.8282,588579.9452
2971,665780.1217,648795.8282,587973.1523
2972,665780.1217,648795.8282,587973.1523
2973,664966.4325,648795.8282,587973.1523
2974,664966.4325,648795.8282,587973.1523
2975,664966.4325,647034.4259,587848.6997
2976,664966.4325,647034.4259,587848.6997
2977,664953.6485,647034.4259,587848.6997
2978,664953.6485,648725.5259,587848.6997
2979,664953.6485,648725.5259,587848.6997
2980,664673.643,648725.5259,587848.6997
2981,664673.643,648725.5259,587346.9919
2982,664673.643,648534.4738,587346.9919
2983,664673.643,648534.4738,586674.5412
2984,664139.9593,648534.4738,587346.9919
2985,664139.9593,648534.4738,587346.9919
2986,664139.9593,648313.0383,587202.3424
2987,664139.9593,648313.0383,587202.3424
2988,664114.2961,648313.0383,587067.1251
2989,662501.4831,648313.0383,587067.1251
2990,662501.4831,648313.0383,586299.3782
2991,662501.4831,648313.0383,586299.3782
2992,662501.4831,648313.0383,586299.3782
2993,662501.4831,648313.0383,585797.6704
2994,661687.7939,647724.7303,585797.6704
2995,661687.7939,647724.7303,585797.6704
2996,661687.7939,647515.5782,585797.6704
2997,661471.1324,646710.6118,585797.6704
2998,661471.1324,646710.6118,585797.6704
2999,661471.1324,646710.6118,585900.0548
3000,661467.4254,646710.6118,585797.6704
3001,661467.4254,646710.6118,585797.6704
3002,661467.4254,646710.6118,585797.6704
3003,661467.4254,646710.6118,585797.6704
3004,661467.4254,646710.6118,585797.6704
3005,661467.4254,646710.6118,585797.6704
3006,661467.4254,647054.4058,585797.6704
3007,660939.5037,647054.4058,585797.6704
3008,660939.5037,647054.4058,585797.6704
3009,660852.9227,646960.7799,585797.6704
3010,660428.9081,646563.6133,585722.2874
3011,660428.9081,646563.6133,585722.2874
3012,660428.9081,646563.6133,585722.2874
3013,660428.9081,646563.6133,585722.2874
3014,660428.9081,646406.0469,585722.2874
3015,660428.9081,646406.0469,585722.2874
3016,660310.7537,646078.3234,585347.8814
3017,660310.7537,646298.9618,585347.8814
3018,660310.7537,646298.9618,585347.8814
3019,659680.6179,646298.9618,585347.8814
3020,659680.6179,645714.5033,585215.0413
3021,660310.7537,645714.5033,584675.2066
3022,659019.2487,645714.5033,584675.2066
3023,659019.2487,645990.6611,584675.2066
3024,659956.2938,645990.6611,584360.58
3025,659956.2938,645990.6611,584360.58
3026,659956.2938,645309.7608,584224.8671
3027,659956.2938,645309.7608,584360.58
3028,659956.2938,644522.5887,583868.4282
3029,659956.2938,644522.5887,583868.4282
3030,659956.2938,644522.5887,583868.4282
3031,659956.2938,644522.5887,583868.4282
3032,659956.2938,643978.8653,583868.4282
3033,659956.2938,643978.8653,583868.4282
3034,660103.1488,643978.8653,583868.4282
3035,660103.1488,643978.8653,583868.4282
3036,660103.1488,643978.8653,583868.4282
3037,660103.1488,643978.8653,583494.9447
3038,660103.1488,643978.8653,583494.9447
3039,660103.1488,643978.8653,583377.96
3040,660103.1488,643978.8653,583377.96
3041,660103.1488,643871.9483,583377.96
3042,660103.1488,643646.0419,583377.96
3043,659916.9035,643871.9483,583377.96
3044,659916.9035,643871.9483,582929.3006
3045,660036.4225,642092.1953,582929.3006
3046,659916.9035,642092.1953,582929.3006
3047,659916.9035,642092.1953,582929.3006
3048,659916.9035,641290.305,582929.3006
3049,659916.9035,641290.305,582798.9982
3050,659916.9035,641290.305,582686.1396
3051,659554.1262,641290.305,582686.1396
3052,659554.1262,641290.305,582554.0085
3053,659554.1262,641290.305,582686.1396
3054,659554.1262,641290.305,582686.1396
3055,659554.1262,641290.305,582686.1396
3056,659554.1262,640894.8244,582686.1396
3057,659554.1262,640894.8244,582339.2158
3058,659554.1262,640840.5113,582339.2158
3059,659554.1262,640840.5113,582339.2158
3060,659554.1262,640840.5113,582339.2158
3061,659554.1262,640840.5113,582339.2158
3062,659513.8158,640840.5113,582339.2158
3063,659513.8158,640840.5113,582331.8805
3064,659288.7034,640840.5113,582331.8805
3065,658697.7498,640840.5113,582331.8805
3066,658697.7498,640840.5113,582331.8805
3067,658697.7498,640840.5113,582331.8805
3068,658166.013,640840.5113,582331.8805
3069,658166.013,640619.4738,582331.8805
3070,658166.013,640840.5113,581447.3107
3071,658166.013,640619.4738,581447.3107
3072,658690.2545,640619.4738,581447.3107
3073,658690.2545,640619.4738,581447.3107
3074,658690.2545,640378.4751,581447.3107
3075,658690.2545,640619.4738,581447.3107
3076,658690.2545,640378.4751,581426.5886
3077,658690.2545,640378.4751,581426.5886
3078,658612.0916,640378.4751,581426.5886
3079,658690.2545,640378.4751,581079.7378
3080,658690.2545,640378.4751,581079.7378
3081,658690.2545,640124.9341,581079.7378
3082,658690.2545,640124.9341,581079.7378
3083,658690.2545,640124.9341,581079.7378
3084,658450.7755,640157.4376,580985.6767
3085,658450.7755,640124.7941,580492.8319
3086,658450.7755,640124.7941,580492.8319
3087,658450.7755,640124.7941,580492.8319
3088,658450.7755,640124.7941,580492.8319
3089,658450.7755,640124.7941,580492.8319
3090,658450.7755,640124.7941,580492.8319
3091,658240.8325,640124.7941,580492.8319
3092,658240.8325,639307.2777,580492.8319
3093,658240.8325,640124.7941,580492.8319
3094,658240.8325,640124.7941,580492.8319
3095,658105.5014,640124.7941,580492.8319
3096,658105.5014,640124.7941,580492.8319
3097,658105.5014,639851.44,580492.8319
3098,658105.5014,639851.44,580492.8319
3099,658058.0942,638818.9257,580492.8319
3100,657921.5832,638818.9257,580492.8319
3101,657679.504,638818.9257,580492.8319
3102,657679.504,638818.9257,580492.8319
3103,657413.6518,638818.9257,580492.8319
3104,657413.6518,638818.9257,580492.8319
3105,657413.6518,638818.9257,580492.8319
3106,657413.6518,638818.9257,580018.0741
3107,657229.7335,638818.9257,580018.0741
3108,656926.3025,638818.9257,580018.0741
3109,656926.3025,638818.9257,580018.0741
3110,656987.6544,638818.9257,580018.0741
3111,656803.7361,638818.9257,580018.0741
3112,656803.7361,638818.9257,580018.0741
3113,656504.1534,638818.9257,580018.0741
3114,656504.1534,638818.9257,580018.0741
3115,656504.1534,638818.9257,580018.0741
3116,656311.8002,638818.9257,580018.0741
3117,655736.8217,638028.4527,580018.0741
3118,655736.8217,638028.4527,580018.0741
3119,655736.8217,638028.4527,580018.0741
3120,655736.8217,638028.4527,580018.0741
3121,655736.8217,637860.2715,580018.0741
3122,655736.8217,637860.2715,580018.0741
3123,655736.8217,637860.2715,580018.0741
3124,655736.8217,637860.2715,580018.0741
3125,655736.8217,637860.2715,580018.0741
3126,655301.884,637860.2715,579973.4165
3127,655576.9554,637860.2715,578961.4071
3128,654470.0497,636724.8536,578961.4071
3129,654470.0497,636724.8536,578961.4071
3130,654470.0497,636724.8536,578666.2451
3131,654470.0497,636724.8536,578666.2451
3132,654470.0497,636724.8536,578666.2451
3133,654470.0497,636724.8536,578666.2451
3134,654470.0497,636724.8536,578666.2451
3135,654470.0497,636724.8536,578612.4512
3136,654470.0497,636724.8536,578486.3477
3137,654470.0497,636724.8536,578486.3477
3138,654470.0497,636724.8536,578486.3477
3139,654470.0497,636724.8536,578414.3091
3140,654470.0497,636724.8536,578114.531
3141,654470.0497,636135.1526,578114.531
3142,654470.0497,636135.1526,578114.531
3143,653589.6136,636135.1526,578114.531
3144,653589.6136,636135.1526,578114.531
3145,653870.4212,636135.1526,578114.531
3146,653870.4212,636135.1526,578114.531
3147,653870.4212,636135.1526,578114.531
3148,653870.4212,636135.1526,578087.6217
3149,653870.4212,636135.1526,578087.6217
3150,653995.9727,636135.1526,578087.6217
3151,653995.9727,636135.1526,578087.6217
3152,653995.9727,636135.1526,578087.6217
3153,653995.9727,636135.1526,578087.6217
3154,653235.2936,636072.9579,578087.6217
3155,653235.2936,636072.9579,578087.6217
3156,653904.1559,636072.9579,577797.3511
3157,653741.3082,636072.9579,577797.3511
3158,653468.0813,636072.9579,577797.3511
3159,653468.0813,636072.9579,577797.3511
3160,653697.9271,636072.9579,577797.3511
3161,653697.9271,636072.9579,577797.3511
3162,653649.4913,635870.3471,577797.3511
3163,653362.8456,635870.3471,577797.3511
3164,653362.8456,635870.3471,577797.3511
3165,653362.8456,635870.3471,577797.3511
3166,653362.8456,635893.5058,577797.3511
3167,653324.6498,635893.5058,577797.3511
3168,653172.4801,635893.5058,577797.3511
3169,653324.6498,635893.5058,577797.3511
3170,653214.2214,635893.5058,577797.3511
3171,653214.2214,635893.5058,577797.3511
3172,653214.2214,635893.5058,577797.3511
3173,651636.5432,635599.6337,577797.3511
3174,651785.1674,635599.6337,577797.3511
3175,651785.1674,635599.6337,577797.3511
3176,651785.1674,635599.6337,577797.3511
3177,651785.1674,635599.6337,577797.3511
3178,651785.1674,635599.6337,577797.3511
3179,651785.1674,635599.6337,577797.3511
3180,651636.5432,635599.6337,577797.3511
3181,651593.7388,635648.6851,577797.3511
3182,651593.7388,635432.6133,577797.3511
3183,651452.5329,635432.6133,577797.3511
3184,651452.5329,635432.6133,577797.3511
3185,651452.5329,635432.6133,577797.3511
3186,651636.5432,635531.0562,577797.3511
3187,651636.5432,635531.0562,577797.3511
3188,651636.5432,635531.0562,577797.3511
3189,651636.5432,635531.0562,577797.3511
3190,651636.5432,635531.0562,577797.3511
3191,651636.5432,635531.0562,577797.3511
3192,651636.5432,635531.0562,577797.3511
3193,651408.7001,635531.0562,577797.3511
3194,651408.7001,635334.4481,577797.3511
3195,651408.7001,635334.4481,577797.3511
3196,651408.7001,635531.0562,577797.3511
3197,651156.6607,635319.0035,577797.3511
3198,651156.6607,635319.0035,577152.9352
3199,651156.6607,635250.7555,577152.9352
3200,651156.6607,635250.7555,577387.6553
3201,651156.6607,633665.2435,577387.6553
3202,651156.6607,633665.2435,577387.6553
3203,651156.6607,633335.4847,577387.6553
3204,649494.1488,633335.4847,577387.6553
3205,649494.1488,633335.4847,577387.6553
3206,651156.6607,633335.4847,577387.6553
3207,651156.6607,633335.4847,577387.6553
3208,651156.6607,633335.4847,577387.6553
3209,651156.6607,633335.4847,577245.8178
3210,651156.6607,633335.4847,577245.8178
3211,651156.6607,633166.7593,577203.7304
3212,651156.6607,633166.7593,577203.7304
3213,650191.7573,633166.4924,577203.7304
3214,650191.7573,633166.4924,577203.7304
3215,650191.7573,633166.7593,577288.7447
3216,650191.7573,633166.7593,577151.0196
3217,650191.7573,632872.2519,577151.0196
3218,649928.703,632872.2519,576382.0099
3219,649694.0036,632872.2519,576382.0099
3220,649694.0036,632872.2519,576382.0099
3221,649694.0036,632872.2519,576382.0099
3222,649694.0036,633166.7593,576382.0099
3223,649694.0036,633166.7593,576382.0099
3224,649642.989,633166.7593,576382.0099
3225,649204.1086,633166.7593,576382.0099
3226,649204.1086,633166.7593,576382.0099
3227,649204.1086,633166.7593,576382.0099
3228,649204.1086,633166.7593,576382.0099
3229,649204.1086,633019.9218,576331.0103
3230,649204.1086,632456.412,576331.0103
3231,649204.1086,632456.412,576331.0103
3232,649204.1086,632456.412,576331.0103
3233,649204.1086,632456.412,576331.0103
3234,649204.1086,632456.412,576331.0103
3235,649204.1086,632456.412,576331.0103
3236,649204.1086,632456.412,576331.0103
3237,648919.5047,632456.412,576202.2873
3238,648607.1937,632309.5745,576202.2873
3239,648607.1937,632105.2379,576202.2873
3240,648607.1937,632105.2379,576202.2873
3241,648266.1142,632105.2379,576202.2873
3242,648266.1142,632105.2379,576202.2873
3243,648266.1142,631807.5931,576116.4839
3244,648266.1142,631807.5931,576116.4839
3245,648266.1142,631807.5931,576116.4839
3246,648266.1142,631807.5931,576116.4839
3247,648209.0705,631807.5931,576037.422
3248,648209.0705,631807.5931,575951.6186
3249,648209.0705,631216.1239,575323.4404
3250,648209.0705,631216.1239,575760.9686
3251,647862.7438,631010.0243,575760.9686
3252,647862.7438,631010.0243,575736.7189
3253,648209.0705,631010.0243,575575.9334
3254,647975.4813,631010.0243,575575.9334
3255,647975.4813,631010.0243,575575.9334
3256,647975.4813,630811.7313,575506.6212
3257,648036.4164,630811.7313,575411.0681
3258,647719.8593,630811.7313,575411.0681
3259,647719.8593,630811.7313,573442.8112
3260,647719.8593,630811.7313,573442.8112
3261,647719.8593,630811.7313,573442.8112
3262,647719.8593,630811.7313,573442.8112
3263,647719.8593,630811.7313,573442.8112
3264,647637.0382,630656.1136,573442.8112
3265,647637.0382,630656.1136,572645.3381
3266,647637.0382,630656.1136,572645.3381
3267,647637.0382,630656.1136,572645.3381
3268,647637.0382,630622.922,572645.3381
3269,647637.0382,630622.922,572645.3381
3270,647637.0382,630190.9413,572645.3381
3271,647597.2951,630190.9413,572645.3381
3272,647597.2951,630190.9413,572645.3381
3273,647597.2951,630190.9413,572645.3381
3274,647597.2951,630190.9413,572645.3381
3275,647597.2951,630190.9413,572645.3381
3276,647263.3343,630190.9413,572326.5229
3277,647263.3343,630190.9413,572326.5229
3278,647263.3343,630190.9413,572326.5229
3279,647079.5302,630190.9413,572326.5229
3280,647079.5302,630190.9413,572326.5229
3281,646899.6425,630190.9413,572326.5229
3282,646731.3713,630190.9413,571825.9536
3283,646731.3713,629666.9953,571825.9536
3284,646731.3713,629666.9953,571825.9536
3285,646731.3713,629666.9953,571825.9536
3286,646429.9842,629666.9953,571825.9536
3287,646429.9842,629372.9121,571818.6526
3288,645936.8923,629372.9121,571818.6526
3289,645917.646,629372.9121,571290.5351
3290,645917.646,629372.9121,571290.5351
3291,645917.646,629372.9121,571283.2341
3292,645917.646,629372.9121,571261.2299
3293,645917.646,629372.9121,571261.2299
3294,645514.2111,629372.9121,571261.2299
3295,645460.2623,629372.9121,571283.2341
3296,644372.9224,629372.9121,571283.2341
3297,644372.9224,629372.9121,571283.2341
3298,644372.9224,629372.9121,571283.2341
3299,644372.9224,629372.9121,571283.2341
3300,644372.9224,629372.9121,571283.2341
3301,644372.9224,629372.9121,571283.2341
3302,644372.9224,629372.9121,571256.9933
3303,644372.9224,629372.9121,571256.9933
3304,644372.9224,629372.9121,571262.3205
3305,644372.9224,629372.9121,571262.3205
3306,644296.9063,629372.9121,571262.3205
3307,644296.9063,629760.3607,571262.3205
3308,644296.9063,629760.3607,571143.0068
3309,644119.6984,629760.3607,571143.0068
3310,644119.6984,629658.3833,571143.0068
3311,644119.6984,629658.3833,571143.0068
3312,643919.968,629633.37,571143.0068
3313,643471.7013,629633.37,571143.0068
3314,643471.7013,629633.37,571143.0068
3315,643471.7013,629463.3102,571143.0068
3316,643919.968,629491.5043,570899.5247
3317,643482.6726,629491.5043,570899.5247
3318,643482.6726,629406.2981,571074.1665
3319,643482.6726,629406.2981,571074.1665
3320,643482.6726,629633.37,571074.1665
3321,643161.1779,629633.37,571143.0068
3322,642807.4207,629614.7599,571143.0068
3323,642807.4207,629591.0726,571143.0068
3324,642807.4207,629491.5043,571143.0068
3325,641982.2157,629491.5043,571143.0068
3326,641982.2157,629316.3868,571088.4581
3327,641982.2157,629316.3868,571088.4581
3328,641905.2014,629316.3868,571088.4581
3329,641905.2014,628902.539,571088.4581
3330,641905.2014,628902.539,571088.4581
3331,641905.2014,628902.539,571088.4581
3332,641905.2014,628902.539,571088.4581
3333,641501.7665,628902.539,571088.4581
3334,641501.7665,628902.539,570228.6859
3335,641501.7665,628902.539,570228.6859
3336,641501.7665,628902.539,570228.6859
3337,641501.7665,628902.539,570228.6859
3338,641501.7665,628876.5669,570228.6859
3339,641501.7665,628876.5669,570228.6859
3340,641501.7665,628876.5669,570228.6859
3341,641434.6122,628567.646,570228.6859
3342,641434.6122,628567.646,570228.6859
3343,641276.1038,628567.646,570228.6859
3344,641276.1038,628553.1688,570228.6859
3345,641276.1038,628553.1688,570228.6859
3346,640926.0811,628553.1688,570228.6859
3347,640926.0811,628553.1688,570228.6859
3348,640926.0811,628524.9747,570228.6859
3349,641276.1038,627838.7166,570228.6859
3350,641276.1038,627838.7166,570228.6859
3351,641059.8013,627838.7166,570228.6859
3352,641059.8013,627838.7166,570203.7592
3353,641059.8013,627838.7166,570203.7592
3354,641025.7147,627838.7166,570203.7592
3355,640428.2096,627838.7166,570203.7592
3356,640428.2096,627612.5572,570203.7592
3357,640428.2096,627612.5572,570203.7592
3358,640647.2666,627612.5572,570203.7592
3359,640647.2666,627612.5572,570203.7592
3360,640858.2818,627037.3028,570203.7592
3361,641025.7147,627037.3028,570151.6777
3362,640968.1189,627037.3028,569972.682
3363,640968.1189,627037.3028,569972.682
3364,641059.8013,626800.4546,569972.682
3365,641059.8013,626800.4546,569972.682
3366,641059.8013,627037.3028,569972.682
3367,641059.8013,627130.9511,569556.7724
3368,641059.8013,627130.9511,569556.7724
3369,641059.8013,627130.9511,569556.7724
3370,641059.8013,627130.9511,569556.7724
3371,641059.8013,627055.3979,569556.7724
3372,641059.8013,627055.3979,569556.7724
3373,641059.8013,627055.3979,569556.7724
3374,641059.8013,627055.3979,569556.7724
3375,641059.8013,627055.3979,569556.7724
3376,641059.8013,627055.3979,569556.7724
3377,641006.3821,627055.3979,569526.2034
3378,640860.7106,627055.3979,569526.2034
3379,640860.7106,626904.7917,569400.9055
3380,640860.7106,626904.7917,569400.9055
3381,640860.7106,627055.3979,569400.9055
3382,640860.7106,626713.2051,569394.3261
3383,640860.7106,626713.2051,568958.4996
3384,640860.7106,626759.4638,568958.4996
3385,640860.7106,626759.4638,568958.4996
3386,640860.7106,626759.4638,568958.4996
3387,640860.7106,626759.4638,568958.4996
3388,640860.7106,626759.4638,568958.4996
3389,640632.8521,626226.9798,568958.4996
3390,640632.8521,626226.9798,568958.4996
3391,640632.8521,626226.9798,568958.4996
3392,640632.8521,626226.9798,568951.9202
3393,640632.8521,626226.9798,568951.9202
3394,640632.8521,626226.9798,568951.9202
3395,640632.8521,626226.9798,568951.9202
3396,640632.8521,625931.0457,568951.9202
3397,640632.8521,625738.8153,568951.9202
3398,640632.8521,625738.8153,568565.6344
3399,640632.8521,625738.8153,568565.6344
3400,640265.0124,625738.8153,568565.6344
3401,640415.821,625738.8153,568565.6344
3402,640415.821,625596.7751,568728.0352
3403,640415.821,625596.7751,568728.0352
3404,640415.821,625596.7751,568728.0352
3405,640415.821,625596.7751,568728.0352
3406,640415.821,625596.7751,568728.0352
3407,640415.821,625549.3181,568655.5312
3408,640415.821,625549.3181,568655.5312
3409,640415.821,625549.3181,568655.5312
3410,640415.821,625549.3181,568655.5312
3411,640415.821,625549.3181,568655.5312
3412,640268.7,625549.3181,568655.5312
3413,640268.7,625481.365,568655.5312
3414,640268.7,625477.1773,568579.5519
3415,640268.7,625477.1773,568655.5312
3416,640268.7,625477.1773,568655.5312
3417,640415.821,624734.5842,568655.5312
3418,640307.7763,624734.5842,568655.5312
3419,640307.7763,624734.5842,568655.5312
3420,640307.7763,624545.087,568655.5312
3421,640307.7763,624545.087,568655.5312
3422,640307.7763,624545.087,568655.5312
3423,638757.8172,624545.087,568655.5312
3424,638757.8172,624545.087,568655.5312
3425,638757.8172,624545.087,568655.5312
3426,638565.8223,624545.087,568655.5312
3427,638457.7776,624545.087,568655.5312
3428,638457.7776,624357.7269,568489.84
3429,638457.7776,624357.7269,568455.0037
3430,638457.7776,624545.087,568455.0037
3431,637774.3906,624734.5842,567948.7936
3432,637774.3906,624614.5185,567948.7936
3433,637774.3906,623663.6574,567948.7936
3434,637774.3906,624085.8782,567845.6837
3435,637774.3906,624085.8782,567845.6837
3436,637774.3906,624085.8782,567845.6837
3437,637774.3906,624085.8782,567845.6837
3438,637774.3906,624085.8782,567845.6837
3439,637774.3906,624085.8782,567845.6837
3440,637774.3906,623965.8125,567845.6837
3441,637774.3906,623965.8125,567845.6837
3442,637774.3906,623965.8125,567845.6837
3443,637774.3906,623965.8125,567482.3867
3444,637774.3906,623965.8125,567818.1855
3445,637774.3906,623669.6836,567818.1855
3446,637774.3906,623669.6836,567818.1855
3447,637774.3906,622928.9238,567818.1855
3448,637774.3906,622928.9238,567818.1855
3449,637433.0375,622928.9238,567818.1855
3450,637433.0375,622773.7876,567818.1855
3451,637433.0375,622773.7876,567810.058
3452,637433.0375,622773.7876,567810.058
3453,637630.6622,622773.7876,567810.058
3454,637630.6622,622773.7876,567810.058
3455,637630.6622,622773.7876,567810.058
3456,637630.6622,622773.7876,567810.058
3457,637630.6622,622773.7876,567810.058
3458,637144.4278,622773.7876,567810.058
3459,637144.4278,622198.5223,567810.058
3460,637144.4278,622198.5223,567810.058
3461,637144.4278,622198.5223,567810.058
3462,637144.4278,621208.6081,567810.058
3463,637144.4278,621208.6081,567810.058
3464,637101.159,621208.6081,567810.058
3465,637101.159,621208.6081,567810.058
3466,637101.159,621208.6081,567810.058
3467,637101.159,621208.6081,567810.058
3468,637101.159,621208.6081,567810.058
3469,637101.159,621208.6081,567810.058
3470,637101.159,621208.6081,567810.058
3471,637101.159,621208.6081,567810.058
3472,636385.4265,621208.6081,567810.058
3473,637101.159,621524.7121,567243.8857
3474,637101.159,621524.7121,567243.8857
3475,637101.159,621524.7121,567243.8857
3476,636385.4265,621524.7121,567695.125
3477,636385.4265,621524.7121,567695.125
3478,636385.4265,621524.7121,567810.058
3479,636385.4265,621524.7121,567810.058
3480,636385.4265,622638.4753,567810.058
3481,636385.4265,622638.4753,567810.058
3482,636385.4265,622638.4753,567810.058
3483,635802.6133,622638.4753,567682.8939
3484,635802.6133,622638.4753,567682.8939
3485,635802.6133,622638.4753,567682.8939
3486,635802.6133,622638.4753,567682.8939
3487,635802.6133,621578.3848,567682.8939
3488,635802.6133,621578.3848,567682.8939
3489,635802.6133,621578.3848,567682.8939
3490,635392.5354,621578.3848,567682.8939
3491,635392.5354,621578.3848,567682.8939
3492,635392.5354,621578.3848,567682.8939
3493,635392.5354,621578.3848,567682.8939
3494,635392.5354,621578.3848,567682.8939
3495,635392.5354,621578.3848,567682.8939
3496,635392.5354,621578.3848,567682.8939
3497,635392.5354,621578.3848,567682.8939
3498,635392.5354,621277.3123,567682.8939
3499,635392.5354,621277.3123,567682.8939
3500,635353.2169,621277.3123,567682.8939
3501,635353.2169,621277.3123,567682.8939
3502,635353.2169,621277.3123,567682.8939
3503,635353.2169,620571.415,567682.8939
3504,635263.0063,620571.415,567480.4136
3505,635080.8296,620571.415,567480.4136
3506,635263.0063,620102.4352,567480.4136
3507,634879.8586,620102.4352,567348.3492
3508,634729.3404,620102.4352,567348.3492
3509,634729.3404,620102.4352,567348.3492
3510,634729.3404,620102.4352,567348.3492
3511,634799.7666,619761.3509,566923.086
3512,632553.7155,620102.4352,566923.086
3513,632865.6622,620102.4352,566923.086
3514,632865.6622,620102.4352,566923.086
3515,632865.6622,620102.4352,567348.3492
3516,632865.6622,620102.4352,567348.3492
3517,632865.6622,620102.4352,567348.3492
3518,632865.6622,620102.4352,567348.3492
3519,632355.0296,620101.7634,567348.3492
3520,632355.0296,620101.7634,567341.6382
3521,632865.6622,620055.0748,566723.5774
3522,632865.6622,620055.0748,566723.5774
3523,632865.6622,620055.0748,566723.5774
3524,632865.6622,620055.0748,566723.5774
3525,632688.4269,620036.3872,566723.5774
3526,632688.4269,620036.3872,566723.5774
3527,632688.4269,619480.1692,566723.5774
3528,632688.4269,619321.4547,566723.5774
3529,632688.4269,619321.4547,566723.5774
3530,632688.4269,619321.4547,566669.9549
3531,632688.4269,619321.4547,566669.9549
3532,632688.4269,618986.1123,566669.9549
3533,632688.4269,618986.1123,566667.5995
3534,632355.0296,618986.1123,566667.5995
3535,632180.7666,618986.1123,566569.8575
3536,629915.8492,618986.1123,566569.8575
3537,629915.8492,618986.1123,566569.8575
3538,629915.8492,618986.1123,566569.8575
3539,629915.8492,618111.5394,566569.8575
3540,629557.6192,618111.5394,566380.5639
3541,629557.6192,618111.5394,566380.5639
3542,629557.6192,618111.5394,566380.5639
3543,629557.6192,618111.5394,566380.5639
3544,629557.6192,618111.5394,566311.8525
3545,629557.6192,618092.8517,566311.8525
3546,629557.6192,618092.8517,566225.1045
3547,629557.6192,617693.592,566225.1045
3548,628666.5555,617594.7111,566225.1045
3549,628791.3853,617594.7111,566212.8405
3550,628662.1709,617594.7111,566212.8405
3551,628662.1709,616986.8308,566212.8405
3552,628662.1709,616986.8308,566212.8405
3553,628662.1709,616986.8308,566212.8405
3554,628588.686,616861.2975,566212.8405
3555,628339.9993,616861.2975,566212.8405
3556,628339.9993,616861.2975,566212.8405
3557,628339.9993,616986.8308,566212.8405
3558,627631.1099,616986.8308,566212.8405
3559,627631.1099,616986.8308,566212.8405
3560,627631.1099,616986.8308,565412.9743
3561,627631.1099,616986.8308,565412.9743
3562,627631.1099,616986.8308,565412.9743
3563,627631.1099,616919.9226,565106.05
3564,627631.1099,616919.9226,565106.05
3565,627631.1099,616919.9226,564237.3277
3566,627631.1099,616919.9226,564237.3277
3567,627631.1099,616919.9226,564237.3277
3568,627631.1099,616919.9226,564237.3277
3569,627609.0987,616919.9226,564237.3277
3570,627609.0987,616919.9226,564237.3277
3571,627609.0987,616919.9226,564237.3277
3572,627609.0987,616919.9226,564237.3277
3573,627609.0987,616919.9226,564237.3277
3574,627609.0987,616919.9226,564134.6096
3575,627609.0987,616524.7828,563967.5869
3576,627578.7992,616447.5008,563967.5869
3577,627147.587,616447.5008,563898.4476
3578,627147.587,616447.5008,563236.6272
3579,627147.587,616141.115,563898.4476
3580,627147.587,616141.115,563898.4476
3581,627147.587,615996.3877,563898.4476
3582,627147.587,615996.3877,563864.8688
3583,626831.9186,615996.3877,563864.8688
3584,626831.9186,615996.3877,563864.8688
3585,626831.9186,615996.3877,563864.8688
3586,626831.9186,615996.3877,563864.8688
3587,626831.9186,615996.3877,563540.4304
3588,626831.9186,615634.0152,563540.4304
3589,626831.9186,615634.0152,563540.4304
3590,626629.2188,615634.0152,563540.4304
3591,626629.2188,615570.8443,563540.4304
3592,626629.2188,615570.8443,563540.4304
3593,626629.2188,615570.8443,563540.4304
3594,626629.2188,615570.8443,563261.745
3595,626629.2188,615570.8443,563261.745
3596,626629.2188,615570.8443,563261.745
3597,626411.8338,615570.8443,563261.745
3598,626411.8338,615570.8443,563261.745
3599,626411.8338,615570.8443,563261.745
3600,626411.8338,615206.8918,563261.745
3601,626409.8843,615206.8918,563261.745
3602,626409.8843,615206.8918,563261.745
3603,626216.8191,615206.8918,563261.745
3604,626216.8191,615459.6268,563261.745
3605,626155.1543,615459.6268,563261.745
3606,626155.1543,615459.6268,563261.745
3607,626155.1543,615459.6268,563261.745
3608,626155.1543,615459.6268,563261.745
3609,626031.5038,615459.6268,563261.745
3610,626216.1915,615459.6268,563261.745
3611,626216.1915,615459.6268,563261.745
