iterations,random,proportional,tournament
5337,547343.5485,545669.7613,509371.7972
5338,547343.5485,545669.7613,509371.7972
5339,547343.5485,545669.7613,509371.7972
5340,547343.5485,545669.7613,509371.7972
5341,547343.5485,545367.8552,509371.7972
5342,546963.2295,545367.8552,509371.7972
5343,546963.2295,545367.8552,509371.7972
5344,546963.2295,545367.8552,509371.7972
5345,546963.2295,545367.8552,509311.2438
5346,546963.2295,545367.8552,509311.2438
5347,546733.9458,545628.755,509311.2438
5348,546733.9458,545628.755,509311.2438
5349,546733.9458,545628.755,509311.2438
5350,546963.2295,545628.755,509311.2438
5351,546963.2295,545628.755,509311.2438
5352,546963.2295,545628.755,509311.2438
5353,546555.3896,545628.755,509311.2438
5354,546555.3896,545628.755,509311.2438
5355,546555.3896,545633.3417,509311.2438
5356,546555.3896,545633.3417,508984.9709
5357,546555.3896,545633.3417,508984.9709
5358,546555.3896,545283.2973,508984.9709
5359,546555.3896,545283.2973,508984.9709
5360,546555.3896,545283.2973,508984.9709
5361,546555.3896,545283.2973,508984.9709
5362,546555.3896,545283.2973,508984.9709
5363,546324.2665,545283.2973,508984.9709
5364,546324.2665,545283.2973,508984.9709
5365,546324.2665,545283.2973,508984.9709
5366,546324.2665,545283.2973,508984.9709
5367,546324.2665,545283.2973,508984.9709
5368,545289.0083,545283.2973,508807.8415
5369,545781.952,545283.2973,508807.8415
5370,545781.952,545283.2973,508807.8415
5371,545781.952,545283.2973,508807.8415
5372,545781.952,545283.2973,508807.8415
5373,545781.952,545283.2973,508807.8415
5374,545781.952,544888.5188,508807.8415
5375,545781.952,544579.9231,508807.8415
5376,545781.952,544579.9231,508807.8415
5377,545781.952,544579.9231,508807.8415
5378,545781.952,544579.9231,508807.8415
5379,545233.3651,544579.9231,508807.8415
5380,545233.3651,544579.9231,508807.8415
5381,545555.8256,544579.9231,508807.8415
5382,545555.8256,544579.9231,508807.8415
5383,545555.8256,544579.9231,508807.8415
5384,545555.8256,544459.1768,508807.8415
5385,545555.8256,544459.1768,508807.8415
5386,545555.8256,544459.1768,508807.8415
5387,545555.8256,544459.1768,508807.8415
5388,545555.8256,544430.8358,508807.8415
5389,545555.8256,543813.4252,508800.7535
5390,545555.8256,544430.8358,508800.7535
5391,545142.0946,544430.8358,508800.7535
5392,544851.516,544430.8358,508800.7535
5393,544851.516,544430.8358,508800.7535
5394,544851.516,544430.8358,508800.7535
5395,544851.516,544430.8358,508800.7535
5396,544851.516,544430.8358,508800.7535
5397,544851.516,544430.8358,508708.0133
5398,544851.516,544430.8358,508519.0783
5399,544851.516,544430.8358,508519.0783
5400,545132.8633,544430.8358,508708.0133
5401,545132.8633,544430.8358,508708.0133
5402,545132.8633,544430.8358,508708.0133
5403,545132.8633,544430.8358,508652.7172
5404,545132.8633,544357.623,508652.7172
5405,545132.8633,544357.623,508652.7172
5406,545132.8633,544357.623,508652.7172
5407,545132.8633,544357.623,508652.7172
5408,545132.8633,544357.623,508375.3368
5409,545132.8633,544357.623,508375.3368
5410,545132.8633,544357.623,508375.3368
5411,545132.8633,544357.623,508375.3368
5412,544647.0653,544357.623,508375.3368
5413,544647.0653,544357.623,508500.5652
5414,545132.8633,544357.623,508652.7172
5415,545101.5907,544357.623,508652.7172
5416,545101.5907,544357.623,508652.7172
5417,545101.5907,544357.623,508652.7172
5418,545101.5907,544357.623,508652.7172
5419,545101.5907,544357.623,508652.7172
5420,545101.5907,544337.959,508652.7172
5421,545101.5907,544337.959,508652.7172
5422,545101.5907,544337.959,508652.7172
5423,544582.7714,544337.959,508652.7172
5424,544582.7714,544357.623,508652.7172
5425,544582.7714,544357.623,508652.7172
5426,544582.7714,544357.623,508652.7172
5427,544582.7714,544333.7746,508652.7172
5428,544582.7714,544331.1634,508652.7172
5429,544582.7714,544331.1634,508652.7172
5430,544582.7714,544331.1634,508652.7172
5431,544582.7714,544331.1634,508652.7172
5432,544582.7714,544331.1634,508652.7172
5433,544582.7714,544224.5142,508652.7172
5434,544582.7714,544224.5142,508652.7172
5435,544582.7714,544020.6105,508652.7172
5436,544582.7714,544020.6105,508652.7172
5437,544582.7714,544020.6105,508103.4404
5438,544582.7714,543752.153,508103.4404
5439,544582.7714,543752.153,508103.4404
5440,544582.7714,543752.153,508103.4404
5441,544582.7714,543752.153,508103.4404
5442,544582.7714,543752.153,508103.4404
5443,544461.9995,543437.7028,508103.4404
5444,544461.9995,543437.7028,508103.4404
5445,544448.9345,543437.7028,508103.4404
5446,544448.9345,543415.1406,508103.4404
5447,544448.9345,543415.1406,508103.4404
5448,544262.545,543415.1406,508103.4404
5449,544262.545,543368.5423,508103.4404
5450,544262.545,543368.5423,508103.4404
5451,544262.545,543368.5423,508103.4404
5452,544262.545,543368.5423,508103.4404
5453,543205.7021,543237.4256,508103.4404
5454,543205.7021,543146.6708,508103.4404
5455,543205.7021,543146.6708,508103.4404
5456,543205.7021,543146.6708,508103.4404
5457,543205.7021,543146.6708,508103.4404
5458,543205.7021,543146.6708,508103.4404
5459,543205.7021,543146.6708,508103.4404
5460,543205.7021,542963.1342,508103.4404
5461,543205.7021,542963.1342,508103.4404
5462,543205.7021,542963.1342,507480.8421
5463,542966.5412,542963.1342,507480.8421
5464,542966.5412,542963.1342,508103.4404
5465,542966.5412,542963.1342,508103.4404
5466,542966.5412,542963.1342,508103.4404
5467,542966.5412,542963.1342,508103.4404
5468,542966.5412,542963.1342,508103.4404
5469,542966.5412,541477.8559,508103.4404
5470,542966.5412,541477.8559,508103.4404
5471,542966.5412,541477.8559,508103.4404
5472,542966.5412,541477.8559,508103.4404
5473,542789.6622,541477.8559,508000.4396
5474,542966.5412,541477.8559,508000.4396
5475,542966.5412,541477.8559,508000.4396
5476,542966.5412,541477.8559,508000.4396
5477,542966.5412,541477.8559,508000.4396
5478,542966.5412,541477.8559,508000.4396
5479,542674.97,540832.6583,508000.4396
5480,542674.97,540832.6583,508000.4396
5481,542674.97,540832.6583,508000.4396
5482,542674.97,540832.6583,508000.4396
5483,542674.97,540832.6583,507686.0216
5484,542674.97,540832.6583,507686.0216
5485,542674.97,540832.6583,507686.0216
5486,542674.97,540818.9999,507686.0216
5487,542640.2341,540818.9999,507686.0216
5488,542640.2341,540818.9999,507686.0216
5489,542640.2341,540818.9999,507686.0216
5490,542640.2341,540996.8564,507686.0216
5491,542640.2341,540996.8564,507686.0216
5492,542640.2341,540996.8564,507686.0216
5493,542030.8269,540996.8564,507686.0216
5494,542030.8269,540996.8564,507686.0216
5495,542030.8269,540996.8564,507686.0216
5496,541803.458,540996.8564,507686.0216
5497,541803.458,540398.5553,507686.0216
5498,541651.0775,540398.5553,507686.0216
5499,541768.7221,540398.5553,507686.0216
5500,541334.6782,540398.5553,507686.0216
5501,541334.6782,540398.5553,507686.0216
5502,540971.0254,540398.5553,507686.0216
5503,540971.0254,540398.5553,507686.0216
5504,540971.0254,539845.8739,507686.0216
5505,540971.0254,539845.8739,507554.4646
5506,540971.0254,539845.8739,507554.4646
5507,540971.0254,539845.8739,507554.4646
5508,540971.0254,539845.8739,507554.4646
5509,540971.0254,539845.8739,507398.3343
5510,540971.0254,539845.8739,507107.9434
5511,540971.0254,539845.8739,507107.9434
5512,540640.5882,539845.8739,507107.9434
5513,540640.5882,539845.8739,507107.9434
5514,540640.5882,539845.8739,507107.9434
5515,540640.5882,539845.8739,507107.9434
5516,540502.2457,539845.8739,507107.9434
5517,540502.2457,539845.8739,507107.9434
5518,540500.1695,539845.8739,507107.9434
5519,540500.1695,539548.8642,507107.9434
5520,540500.1695,539548.8642,507107.9434
5521,540500.1695,539331.2728,507107.9434
5522,540500.1695,539331.2728,506653.0321
5523,540500.1695,539331.2728,506653.0321
5524,540500.1695,539331.2728,506653.0321
5525,540500.1695,539331.2728,506653.0321
5526,540500.1695,539331.2728,506653.0321
5527,540472.21,539331.2728,506585.6413
5528,540472.21,539331.2728,506585.6413
5529,540470.1338,539331.2728,506585.6413
5530,540470.1338,539331.2728,506585.6413
5531,540470.1338,539331.2728,506215.6305
5532,540470.1338,539331.2728,506215.6305
5533,540470.1338,539331.2728,506215.6305
5534,540470.1338,539078.9533,506215.6305
5535,540448.631,539078.9533,506215.6305
5536,540470.1338,539078.9533,506215.6305
5537,540470.1338,539078.9533,506215.6305
5538,540428.3402,538922.3065,506215.6305
5539,540428.3402,538922.3065,506215.6305
5540,540310.1627,538922.3065,506215.6305
5541,540310.1627,538922.3065,506215.6305
5542,540310.1627,538922.3065,506215.6305
5543,540310.1627,538922.3065,506215.6305
5544,540310.1627,538922.3065,506215.6305
5545,540132.3308,538922.3065,506215.6305
5546,540132.3308,538922.3065,506215.6305
5547,540132.3308,538922.3065,506215.6305
5548,540132.3308,538922.3065,506215.6305
5549,540132.3308,538922.3065,506215.6305
5550,540132.3308,538817.8844,506215.6305
5551,540128.4996,538817.8844,506215.6305
5552,540128.4996,538874.0616,506215.6305
5553,540128.4996,538874.0616,506215.6305
5554,540128.4996,538874.0616,506215.6305
5555,540128.4996,538823.9234,506215.6305
5556,539979.9095,538823.9234,506215.6305
5557,539979.9095,538823.9234,506215.6305
5558,539979.9095,538823.9234,506215.6305
5559,539979.9095,538823.9234,506215.6305
5560,539979.9095,538823.9234,506215.6305
5561,539979.9095,538823.9234,506215.6305
5562,539723.7537,538823.9234,506215.6305
5563,539723.7537,538775.6785,506215.6305
5564,539723.7537,538775.6785,506215.6305
5565,539475.6401,538775.6785,506215.6305
5566,539475.6401,538775.6785,506215.6305
5567,539475.6401,538775.6785,506215.6305
5568,539421.8057,538775.6785,506215.6305
5569,539421.8057,538775.6785,506215.6305
5570,539421.8057,538574.1885,505994.3857
5571,539277.645,538574.1885,505979.6435
5572,539277.645,538574.1885,505979.6435
5573,539421.8057,538574.1885,505979.6435
5574,539421.8057,538574.1885,505979.6435
5575,539421.8057,538574.1885,505979.6435
5576,539421.8057,538574.1885,505979.6435
5577,539421.8057,538574.1885,505908.3985
5578,539421.8057,538574.1885,505908.3985
5579,539342.0477,538525.9436,505908.3985
5580,539342.0477,538525.9436,505908.3985
5581,539342.0477,538574.1885,505908.3985
5582,539342.0477,538373.5739,505908.3985
5583,539342.0477,538373.5739,505737.867
5584,539342.0477,538373.5739,505737.867
5585,539342.0477,538373.5739,505737.867
5586,539342.0477,538373.5739,505737.867
5587,539342.0477,538373.5739,505737.867
5588,539342.0477,538373.5739,505737.867
5589,539342.0477,538373.5739,505222.2533
5590,539342.0477,538373.5739,505222.2533
5591,539342.0477,538373.5739,505222.2533
5592,539342.0477,538373.5739,505222.2533
5593,539342.0477,538373.5739,505222.2533
5594,539342.0477,538293.2834,505222.2533
5595,539342.0477,538293.2834,505222.2533
5596,539342.0477,538293.2834,505222.2533
5597,539342.0477,538293.2834,505222.2533
5598,539342.0477,538293.2834,505222.2533
5599,539342.0477,538293.2834,505222.2533
5600,539342.0477,538264.0159,505222.2533
5601,539058.1387,538264.0159,505222.2533
5602,539058.1387,538264.0159,505218.8476
5603,539058.1387,538293.2834,505222.2533
5604,539058.1387,538293.2834,505222.2533
5605,539058.1387,538293.2834,505222.2533
5606,539058.1387,538293.2834,505222.2533
5607,539058.1387,538293.2834,505222.2533
5608,539058.1387,538293.2834,505222.2533
5609,539058.1387,538293.2834,504739.2406
5610,539058.1387,538293.2834,504739.2406
5611,539058.1387,538293.2834,504739.2406
5612,539058.1387,538293.2834,504739.2406
5613,539058.1387,538293.2834,504739.2406
5614,539058.1387,538293.2834,504739.2406
5615,539058.1387,538293.2834,504739.2406
5616,539058.1387,538293.2834,504739.2406
5617,539058.1387,538293.2834,504739.2406
5618,539058.1387,538293.2834,504739.2406
5619,539058.1387,538293.2834,504102.1136
5620,539058.1387,538293.2834,504102.1136
5621,539058.1387,538293.2834,504102.1136
5622,539058.1387,538293.2834,504102.1136
5623,539058.1387,537445.7567,504102.1136
5624,538564.1964,537445.7567,504102.1136
5625,538564.1964,537286.7467,504102.1136
5626,538564.1964,537286.7467,504102.1136
5627,538564.1964,537286.7467,504102.1136
5628,538564.1964,537286.7467,504102.1136
5629,538564.1964,537286.7467,504102.1136
5630,538564.1964,537286.7467,504102.1136
5631,538564.1964,537286.7467,504102.1136
5632,538564.1964,536633.3831,504102.1136
5633,538564.1964,536633.3831,504102.1136
5634,538564.1964,536633.3831,504102.1136
5635,538564.1964,536633.3831,504102.1136
5636,538564.1964,536633.3831,504102.1136
5637,538564.1964,536633.3831,504102.1136
5638,538564.1964,536633.3831,504102.1136
5639,538564.1964,536410.8529,504102.1136
5640,538564.1964,536410.8529,504102.1136
5641,538839.9132,536410.8529,504102.1136
5642,538553.2716,536410.8529,504102.1136
5643,538839.9132,536410.8529,504102.1136
5644,538839.9132,536410.8529,504102.1136
5645,538839.9132,536410.8529,504102.1136
5646,538839.9132,536410.8529,504102.1136
5647,538839.9132,536305.4072,503886.3552
5648,538839.9132,536305.4072,503886.3552
5649,538839.9132,536410.8529,503886.3552
5650,538839.9132,536410.8529,503886.3552
5651,538757.78,536410.8529,503778.3231
5652,538757.78,536410.8529,503778.3231
5653,538757.78,536410.8529,503778.3231
5654,538302.2673,536410.8529,503778.3231
5655,538302.2673,536410.8529,503778.3231
5656,538302.2673,536410.8529,503778.3231
5657,538302.2673,536410.8529,503778.3231
5658,538302.2673,536092.8383,503178.0009
5659,538302.2673,536092.8383,503178.0009
5660,538302.2673,536092.8383,503178.0009
5661,538302.2673,536092.8383,503178.0009
5662,538302.2673,536092.8383,503117.7271
5663,536499.9473,536092.8383,503178.0009
5664,536499.9473,536092.8383,503178.0009
5665,536499.9473,536092.8383,503178.0009
5666,536499.9473,536092.8383,503178.0009
5667,536499.9473,535902.1404,503092.9755
5668,538192.79,536092.8383,503092.9755
5669,538192.79,536092.8383,502934.921
5670,538192.79,536092.8383,502934.921
5671,538192.79,536092.8383,502905.7811
5672,538188.2314,536092.8383,502905.7811
5673,538188.2314,536092.8383,502905.7811
5674,537538.114,536092.8383,502905.7811
5675,537538.114,536092.8383,502905.7811
5676,538134.3082,536092.8383,502905.7811
5677,538134.3082,535934.5938,502905.7811
5678,538134.3082,535552.5611,502905.7811
5679,538134.3082,535552.5611,502905.7811
5680,538123.7281,535552.5611,502905.7811
5681,537657.4872,535552.5611,502905.7811
5682,537657.4872,535552.5611,502905.7811
5683,537657.4872,535552.5611,502905.7811
5684,537657.4872,535552.5611,502660.4066
5685,537657.4872,535433.0265,502660.4066
5686,537657.4872,535433.0265,502660.4066
5687,537657.4872,535433.0265,502660.4066
5688,537657.4872,535433.0265,502660.4066
5689,537657.4872,535433.0265,502660.4066
5690,537657.4872,535433.0265,502660.4066
5691,537657.4872,535397.3068,502396.7131
5692,537657.4872,535397.3068,502396.7131
5693,538009.6922,535397.3068,502564.4312
5694,538009.6922,535397.3068,502564.4312
5695,538009.6922,535397.3068,502564.4312
5696,538009.6922,535397.3068,502564.4312
5697,538009.6922,535397.3068,502564.4312
5698,538009.6922,535397.3068,502554.9434
5699,538009.6922,535397.3068,502554.9434
5700,537376.2349,535397.3068,502554.9434
5701,537376.2349,535397.3068,502531.6355
5702,536787.2613,535397.3068,502531.6355
5703,536787.2613,535397.3068,502531.6355
5704,536787.2613,534931.1056,502531.6355
5705,536787.2613,534931.1056,502531.6355
5706,536787.2613,534931.1056,502531.6355
5707,536787.2613,534931.1056,502531.6355
5708,536787.2613,534931.1056,502531.6355
5709,536787.2613,534931.1056,502531.6355
5710,536787.2613,534931.1056,502531.6355
5711,536787.2613,534931.1056,502531.6355
5712,536691.6028,534931.1056,502531.6355
5713,536691.6028,534931.1056,502531.6355
5714,536691.6028,534931.1056,502531.6355
5715,536691.6028,534931.1056,502531.6355
5716,536691.6028,534715.5281,502531.6355
5717,536691.6028,534715.5281,502531.6355
5718,536619.5342,534715.5281,502531.6355
5719,536619.5342,534715.5281,502531.6355
5720,536619.5342,534715.5281,502531.6355
5721,536619.5342,534715.5281,502531.6355
5722,536619.5342,534715.5281,502482.8288
5723,536523.8758,534715.5281,502482.8288
5724,536523.8758,534715.5281,502482.8288
5725,536523.8758,534715.5281,502482.8288
5726,536523.8758,534715.5281,502482.8288
5727,535537.8819,534699.0559,502482.8288
5728,535537.8819,534699.0559,502482.8288
5729,535537.8819,534699.0559,502482.8288
5730,535537.8819,534699.0559,502482.8288
5731,535537.8819,534699.0559,502482.8288
5732,535537.8819,534699.0559,502482.8288
5733,535537.8819,534699.0559,502482.8288
5734,535537.8819,534699.0559,502398.8054
5735,535537.8819,534699.0559,502398.8054
5736,535442.2235,534699.0559,502398.8054
5737,535442.2235,534325.2036,502398.8054
5738,535442.2235,534111.4546,502398.8054
5739,535442.2235,534111.4546,502236.4122
5740,535442.2235,534111.4546,502236.4122
5741,535442.2235,534111.4546,502236.4122
5742,535442.2235,534111.4546,502156.1
5743,535442.2235,534074.438,502236.4122
5744,535442.2235,534074.438,502236.4122
5745,535442.2235,534074.438,501271.5048
5746,535442.2235,534074.438,501271.5048
5747,535442.2235,534074.438,501195.9288
5748,535442.2235,534074.438,501195.9288
5749,535442.2235,534074.438,501195.9288
5750,535442.2235,534074.438,501195.9288
5751,535442.2235,534074.438,501195.9288
5752,535442.2235,534074.438,501147.7028
5753,535442.2235,534074.438,501098.6966
5754,535442.2235,534074.438,501098.6966
5755,535423.7965,534074.438,501098.6966
5756,535423.7965,534074.438,500508.239
5757,535305.0026,533632.8026,500508.239
5758,535188.6439,533632.8026,500508.239
5759,535188.6439,533632.8026,500508.239
5760,534706.3957,533632.8026,500508.239
5761,534706.3957,533632.8026,500460.0129
5762,534706.3957,533632.8026,500460.0129
5763,534706.3957,533632.8026,500460.0129
5764,534706.3957,533632.8026,500460.0129
5765,534706.3957,533632.8026,500460.0129
5766,534706.3957,533632.8026,500460.0129
5767,534706.3957,533632.8026,500460.0129
5768,534706.3957,533632.8026,500460.0129
5769,534706.3957,532821.4095,500460.0129
5770,534706.3957,532821.4095,500460.0129
5771,534706.3957,532821.4095,500460.0129
5772,534706.3957,532821.4095,500460.0129
5773,534687.9687,532821.4095,500460.0129
5774,534687.9687,532821.4095,500460.0129
5775,534687.9687,532821.4095,500460.0129
5776,534434.8991,532821.4095,500460.0129
5777,534297.6782,532821.4095,500460.0129
5778,534297.6782,532821.4095,500222.5329
5779,534297.6782,532821.4095,500222.5329
5780,534297.6782,532821.4095,500222.5329
5781,534318.9399,532821.4095,500222.5329
5782,534318.9399,532821.4095,500046.9352
5783,534318.9399,532821.4095,500046.9352
5784,534318.9399,532821.4095,500046.9352
5785,534030.0694,532821.4095,500046.9352
5786,534030.0694,532821.4095,500046.9352
5787,533990.9402,532821.4095,500046.9352
5788,533990.9402,532821.4095,500046.9352
5789,533990.9402,532821.4095,500046.9352
5790,533990.9402,532821.4095,500046.9352
5791,533990.9402,532821.4095,499979.4098
5792,533990.9402,532821.4095,499956.0848
5793,533990.9402,532821.4095,499956.0848
5794,533697.564,532821.4095,499979.4098
5795,533697.564,532821.4095,499979.4098
5796,533697.564,532397.1339,499979.4098
5797,533697.564,532161.8214,499979.4098
5798,533697.564,532161.8214,499663.313
5799,533440.2815,532161.8214,499663.313
5800,533697.564,532161.8214,499663.313
5801,533697.564,532161.8214,499663.313
5802,533697.564,532161.8214,499663.313
5803,533697.564,532161.8214,499663.313
5804,533697.564,532161.8214,499663.313
5805,533697.564,532161.8214,499663.313
5806,533697.564,532161.8214,498278.7245
5807,533697.564,532161.8214,498278.7245
5808,533697.564,532161.8214,498278.7245
5809,533697.564,532161.8214,499163.8801
5810,533697.564,532161.8214,499096.3547
5811,533697.564,531666.5626,499096.3547
5812,533697.564,531666.5626,499096.3547
5813,533697.564,531666.5626,499096.3547
5814,533618.8116,531666.5626,498796.3828
5815,533697.564,531666.5626,498796.3828
5816,533697.564,531666.5626,498105.2776
5817,533634.97,531666.5626,498105.2776
5818,533634.97,531666.5626,498105.2776
5819,533634.97,531666.5626,498105.2776
5820,533634.97,531666.5626,497872.8311
5821,533634.97,531666.5626,497805.3057
5822,533634.97,531666.5626,497805.3057
5823,533634.97,531666.5626,497390.7929
5824,533634.97,531666.5626,497390.7929
5825,533634.97,531666.5626,497390.7929
5826,533634.97,531666.5626,497390.7929
5827,533634.97,531469.9575,497390.7929
5828,533634.97,531469.9575,497390.7929
5829,533634.97,531469.9575,497390.7929
5830,533634.97,531469.9575,497390.7929
5831,533634.97,531469.9575,497390.7929
5832,533634.97,531469.9575,497390.7929
5833,533619.8565,531469.9575,497390.7929
5834,533619.8565,531666.5626,497336.0393
5835,533634.97,531666.5626,497336.0393
5836,533634.97,531666.5626,497336.0393
5837,533634.97,531666.5626,497336.0393
5838,533493.0616,531666.5626,497336.0393
5839,533058.4535,531666.5626,497290.1609
5840,533058.4535,531666.5626,497290.1609
5841,533058.4535,531666.5626,497290.1609
5842,533058.4535,531666.5626,497290.1609
5843,532442.0841,531666.5626,497290.1609
5844,532442.0841,531666.5626,497290.1609
5845,532442.0841,531666.5626,497290.1609
5846,532442.0841,531666.5626,496912.2715
5847,532442.0841,531666.5626,496912.2715
5848,532442.0841,530589.8071,496912.2715
5849,532442.0841,530589.8071,496912.2715
5850,532442.0841,531666.5626,496912.2715
5851,532442.0841,530589.8071,496912.2715
5852,532442.0841,530589.8071,496912.2715
5853,532236.4095,530589.8071,496912.2715
5854,532236.4095,530589.8071,496912.2715
5855,532236.4095,530589.8071,496829.212
5856,532236.4095,530589.8071,496829.212
5857,532236.4095,530589.8071,496829.212
5858,531865.5676,530589.8071,496829.212
5859,531865.5676,530589.8071,496829.212
5860,531865.5676,530589.8071,496829.212
5861,531865.5676,530289.7962,496817.8488
5862,531306.6459,530289.7962,496817.8488
5863,531306.6459,530289.7962,496817.8488
5864,531306.6459,530289.7962,496817.8488
5865,530884.2796,530289.7962,496178.2134
5866,531219.9377,530289.7962,496178.2134
5867,531219.9377,530044.6823,496178.2134
5868,531219.9377,530027.0304,496178.2134
5869,531219.9377,530183.7446,496178.2134
5870,531219.9377,530183.7446,496178.2134
5871,530851.4145,530183.7446,496178.2134
5872,530851.4145,530183.7446,496178.2134
5873,530851.4145,530183.7446,496178.2134
5874,530851.4145,530183.7446,496178.2134
5875,530645.7399,530183.7446,496178.2134
5876,530645.7399,530183.7446,496178.2134
5877,530645.7399,530183.7446,496047.1493
5878,530645.7399,530183.7446,496047.1493
5879,530645.7399,530183.7446,496047.1493
5880,530645.7399,530183.7446,496047.1493
5881,530645.7399,530183.7446,496047.1493
5882,530630.6268,530183.7446,496047.1493
5883,530508.9592,530183.7446,495536.3869
5884,530508.9592,530183.7446,495536.3869
5885,530508.9592,530183.7446,495536.3869
5886,530508.9592,530183.7446,495536.3869
5887,530523.1594,530183.7446,495536.3869
5888,530317.4849,529584.1838,495385.3861
5889,530317.4849,529584.1838,495385.3861
5890,530317.4849,529584.1838,495385.3861
5891,530317.4849,529584.1838,495385.3861
5892,530290.4037,529584.1838,495385.3861
5893,530290.4037,529584.1838,495385.3861
5894,530290.4037,529584.1838,495350.7976
5895,530290.4037,529584.1838,495350.7976
5896,530290.4037,529584.1838,495350.7976
5897,530290.4037,529584.1838,495350.7976
5898,530290.4037,529584.1838,495350.7976
5899,530290.4037,529584.1838,495350.7976
5900,530290.4037,529584.1838,495350.7976
5901,530290.4037,529584.1838,495350.7976
5902,530290.4037,529584.1838,495350.7976
5903,530290.4037,529584.1838,495350.7976
5904,530290.4037,529584.1838,495350.7976
5905,530195.9302,529584.1838,495350.7976
5906,530195.9302,529584.1838,495350.7976
5907,530195.9302,529365.9423,495350.7976
5908,530195.9302,529365.9423,495350.7976
5909,530195.9302,529584.1838,495350.7976
5910,530195.9302,529584.1838,495350.7976
5911,529987.5992,529527.882,495350.7976
5912,529987.5992,529527.882,495350.7976
5913,529987.5992,529527.882,495257.0984
5914,529987.5992,529527.882,495257.0984
5915,529958.9499,529527.882,495027.5179
5916,529958.9499,529527.882,495027.5179
5917,529958.9499,529527.882,495027.5179
5918,529958.9499,529527.882,494735.3617
5919,529893.1258,529527.882,494735.3617
5920,529777.7315,529527.882,494735.3617
5921,529777.7315,529527.882,494735.3617
5922,529830.3002,529527.882,494735.3617
5923,529830.3002,529527.882,494735.3617
5924,529830.3002,529527.882,494735.3617
5925,529830.3002,529527.882,494590.5136
5926,529830.3002,529527.882,494590.5136
5927,529830.3002,529527.882,494590.5136
5928,529830.3002,529527.882,494587.9146
5929,529830.3002,529527.882,494587.9146
5930,529775.2881,529527.882,494587.9146
5931,529775.2881,529527.882,494475.2515
5932,529775.2881,528896.643,494475.2515
5933,529775.2881,528896.643,494475.2515
5934,529775.2881,528896.643,494475.2515
5935,529775.2881,528896.643,494405.1692
5936,529775.2881,528675.5093,494405.1692
5937,529775.2881,528675.5093,494405.1692
5938,529680.8146,528675.5093,494405.1692
5939,529680.8146,528675.5093,494405.1692
5940,529735.8267,528675.5093,494405.1692
5941,529719.4145,528675.5093,494405.1692
5942,529719.4145,528675.5093,493977.9678
5943,529735.8267,528675.5093,493977.9678
5944,529735.8267,528675.5093,494405.1692
5945,529735.8267,528675.5093,494405.1692
5946,529710.2874,528675.5093,494405.1692
5947,529585.4472,528675.5093,494405.1692
5948,529585.4472,528675.5093,493727.3298
5949,529585.4472,528661.7357,493727.3298
5950,529585.4472,528661.7357,493727.3298
5951,529585.4472,528633.9719,493727.3298
5952,529585.4472,528633.9719,493727.3298
5953,529585.4472,528633.9719,493727.3298
5954,529585.4472,528633.9719,493727.3298
5955,529585.4472,528633.9719,493727.3298
5956,529585.4472,528633.9719,493727.3298
5957,529585.4472,528633.9719,493727.3298
5958,529585.4472,528633.9719,493727.3298
5959,529561.3421,528633.9719,493727.3298
5960,529561.3421,527902.4272,493727.3298
5961,529561.3421,527902.4272,493727.3298
5962,529561.3421,527902.4272,493622.661
5963,529561.3421,527902.4272,493622.661
5964,529561.3421,527902.4272,493607.7341
5965,529561.3421,527902.4272,493607.7341
5966,529561.3421,527902.4272,493377.0059
5967,529561.3421,527902.4272,493377.0059
5968,529514.6089,527440.3017,493377.0059
5969,529514.6089,527440.3017,493377.0059
5970,529514.6089,527377.5347,493377.0059
5971,529514.6089,527377.5347,493257.4102
5972,529514.6089,527377.5347,493257.4102
5973,529514.6089,527377.5347,493257.4102
5974,529514.6089,527377.5347,493257.4102
5975,529514.6089,527377.5347,493257.4102
5976,529514.6089,527377.5347,493257.4102
5977,529514.6089,527377.5347,493257.4102
5978,529514.6089,527377.5347,493257.4102
5979,529514.6089,527377.5347,493257.4102
5980,529514.6089,527124.6553,493257.4102
5981,529514.6089,527124.6553,493257.4102
5982,529212.6886,527124.6553,493257.4102
5983,529212.6886,527124.6553,493240.9564
5984,529212.6886,527124.6553,493240.9564
5985,529212.6886,526921.1024,493240.9564
5986,529212.6886,526921.1024,493240.9564
5987,529212.6886,526921.1024,493240.9564
5988,529191.0888,526921.1024,493240.9564
5989,529191.0888,526921.1024,493240.9564
5990,529191.0888,526921.1024,493240.9564
5991,529042.5988,526921.1024,493240.9564
5992,529042.5988,526921.1024,493206.9112
5993,528780.3665,526921.1024,493206.9112
5994,528650.9128,526198.3276,493206.9112
5995,528780.3665,526198.3276,493206.9112
5996,528780.3665,526198.3276,493206.9112
5997,528780.3665,526198.3276,493206.9112
5998,528780.3665,526198.3276,493206.9112
5999,528780.3665,526198.3276,493206.9112
6000,528650.9128,526198.3276,493206.9112
6001,528650.9128,526198.3276,492712.0446
6002,528650.9128,526198.3276,492712.0446
6003,528650.9128,526198.3276,492712.0446
6004,528650.9128,526198.3276,492712.0446
6005,528650.9128,526198.3276,492712.0446
6006,528650.9128,526198.3276,492712.0446
6007,528650.9128,526198.3276,492712.0446
6008,528650.9128,526198.3276,492712.0446
6009,528650.9128,526198.3276,492712.0446
6010,528588.403,526198.3276,492712.0446
6011,528588.403,526198.3276,492712.0446
